Id,,Name,,Date,,Time,,temp
,,,,25-10-2020,,21:03:49,,33.57
,,,,25-10-2020,,21:04:05,,
0000,,unknown,,25-10-2020,,21:04:11,,
0000,,unknown,,25-10-2020,,21:04:16,,32.99
0000,,unknown,,25-10-2020,,21:04:19,,29.21
